timestamp,building_id,floor,electricity_kwh,water_liters,hvac_kwh,lighting_kwh,equipment_kwh,occupancy,outdoor_temperature,indoor_temperature,energy_cost,peak_hour
2026-04-28 18:00,B2,1,207.07,1326.1,110.27,39.41,57.39,154,31.7,21.9,37.27,1
2026-04-28 21:00,B1,3,50.99,123.0,15.0,8.07,27.92,13,19.7,23.3,5.61,0
2026-04-29 01:00,B3,4,41.38,146.0,15.0,7.34,19.04,13,19.3,22.4,4.55,0
2026-04-29 09:00,B3,3,113.61,599.8,47.59,26.76,39.26,69,23.7,21.7,12.5,0
2026-04-29 17:00,B2,3,171.45,1356.6,75.88,40.62,54.95,158,25.3,22.3,30.86,1
2026-04-29 23:00,B3,5,50.72,106.9,15.0,8.63,27.09,10,18.7,23.1,5.58,0
2026-04-30 05:00,B2,2,40.48,132.1,15.0,8.75,16.73,14,18.6,22.0,4.45,0
2026-04-30 08:00,B1,1,144.4,684.1,75.88,28.6,39.92,76,32.9,23.5,15.88,0
2026-04-30 14:00,B1,1,220.89,1241.9,123.93,37.69,59.27,142,35.9,21.5,39.76,1
2026-04-30 17:00,B2,1,164.16,1425.3,63.69,42.24,58.23,165,21.0,22.4,29.55,1
2026-04-30 21:00,B2,3,67.4,83.9,34.62,7.55,25.23,7,26.0,21.4,7.41,0
2026-05-01 05:00,B1,4,47.54,99.2,15.0,8.46,24.08,7,21.6,23.2,5.23,0
2026-05-01 11:00,B2,5,186.43,1141.6,102.12,36.97,47.34,132,32.1,21.9,20.51,0
2026-05-01 17:00,B1,4,139.03,774.5,66.59,29.65,42.79,89,27.5,22.9,25.03,1
2026-05-01 20:00,B1,5,101.73,110.6,64.1,20.62,17.01,11,33.2,23.0,11.19,0
2026-05-02 02:00,B3,1,88.63,235.1,58.29,10.14,20.2,23,30.7,21.9,9.75,0
2026-05-02 10:00,B3,3,52.9,61.0,15.0,17.56,20.34,6,21.2,21.1,5.82,0
2026-05-02 14:00,B1,3,88.65,141.7,45.05,18.69,24.91,15,30.9,23.3,9.75,0
2026-05-02 20:00,B1,3,89.94,210.2,50.06,20.36,19.52,23,30.7,22.7,9.89,0
2026-05-03 04:00,B3,3,49.93,219.3,15.0,9.27,25.66,24,21.1,23.4,5.49,0
2026-05-03 10:00,B1,2,104.35,206.5,51.62,22.43,30.3,23,31.1,23.4,11.48,0
2026-05-03 14:00,B3,5,62.48,142.5,15.0,18.96,28.52,15,19.9,22.2,6.87,0
2026-05-03 17:00,B3,3,79.56,133.6,35.48,18.85,25.23,12,26.0,21.7,8.75,0
2026-05-04 01:00,B3,4,102.9,162.4,73.97,8.3,20.63,15,35.4,23.2,11.32,0
2026-05-04 05:00,B1,4,37.74,96.8,15.0,7.13,15.61,9,19.3,23.1,4.15,0
2026-05-04 09:00,B3,1,124.9,634.6,53.93,29.61,41.36,71,27.8,23.2,13.74,0
2026-05-04 13:00,B3,4,113.42,768.8,42.59,30.13,40.7,86,20.8,21.3,20.42,1
2026-05-04 19:00,B2,2,55.64,146.3,15.0,19.33,21.31,15,19.7,22.0,6.12,0
2026-05-05 03:00,B1,1,38.52,110.0,15.0,7.77,15.75,9,18.5,21.4,4.24,0
2026-05-05 09:00,B1,5,136.4,942.0,60.44,33.54,42.42,108,25.0,21.9,15.0,0
2026-05-05 15:00,B3,1,86.93,651.1,22.06,27.83,37.04,72,20.7,22.7,15.65,1
2026-05-05 18:00,B2,5,189.04,1464.0,88.26,43.22,57.56,170,25.5,22.3,34.03,1
2026-05-05 21:00,B3,5,81.12,73.5,58.0,7.87,15.25,4,34.2,23.0,8.92,0
2026-05-06 01:00,B1,1,47.61,138.4,21.02,9.42,17.17,13,25.6,23.5,5.24,0
2026-05-06 04:00,B1,4,61.31,99.0,38.2,8.95,14.16,8,28.0,22.4,6.74,0
2026-05-06 12:00,B1,4,148.27,1165.9,51.83,38.92,57.52,134,20.7,22.4,26.69,1
2026-05-06 18:00,B3,3,201.88,1233.8,114.36,39.28,48.24,143,33.8,21.7,36.34,1
2026-05-07 02:00,B1,4,87.56,80.7,62.84,7.48,17.24,7,34.0,21.8,9.63,0
2026-05-07 08:00,B2,3,194.04,1288.7,102.88,40.66,50.5,147,33.2,23.1,21.34,0
2026-05-07 14:00,B2,4,168.86,1018.8,82.36,35.87,50.63,116,28.9,21.2,30.39,1
2026-05-07 17:00,B3,2,115.39,954.4,29.01,35.2,51.18,111,19.2,22.8,20.77,1
2026-05-07 21:00,B1,2,47.93,118.7,15.0,7.47,25.46,11,18.6,21.1,5.27,0
2026-05-08 00:00,B3,1,47.84,139.5,15.0,9.71,23.13,14,22.4,22.2,5.26,0
2026-05-08 06:00,B3,1,55.37,59.1,20.24,19.09,16.04,5,23.1,22.0,6.09,0
2026-05-08 10:00,B2,4,179.46,1358.2,85.12,41.12,53.22,158,27.2,23.2,19.74,0
2026-05-08 14:00,B2,5,206.24,1295.5,112.08,39.77,54.39,150,32.5,21.8,37.12,1
2026-05-08 22:00,B2,5,88.48,60.7,54.72,8.45,25.31,3,32.8,22.0,9.73,0
2026-05-09 04:00,B2,1,66.18,141.8,38.01,9.53,18.64,13,26.7,21.8,7.28,0
2026-05-09 10:00,B1,2,81.41,80.8,40.8,19.31,21.3,6,27.3,21.6,8.96,0
2026-05-09 13:00,B3,4,125.14,192.8,80.15,20.91,24.08,18,36.0,21.6,13.77,0
2026-05-09 19:00,B3,2,100.79,205.4,56.17,21.02,23.6,20,30.4,22.6,11.09,0
2026-05-09 23:00,B2,1,71.72,207.1,36.53,8.85,26.34,22,26.5,22.9,7.89,0
2026-05-10 05:00,B1,3,59.36,160.1,24.01,8.28,27.07,16,25.6,23.2,6.53,0
2026-05-10 08:00,B2,2,80.71,159.0,33.35,19.79,27.57,17,27.0,23.2,8.88,0
2026-05-10 14:00,B2,5,102.89,101.1,59.01,19.5,24.38,9,34.1,23.5,11.32,0
2026-05-10 18:00,B2,1,57.69,118.4,15.0,17.98,24.71,10,18.1,21.7,6.35,0
2026-05-11 02:00,B3,4,50.7,140.5,17.8,8.4,24.5,12,25.3,23.4,5.58,0
2026-05-11 06:00,B1,1,85.87,112.7,46.62,17.96,21.29,11,29.3,21.6,9.45,0
2026-05-11 09:00,B2,3,164.78,1099.8,70.38,37.71,56.69,127,26.2,22.3,18.13,0
2026-05-11 15:00,B1,2,271.54,959.8,97.14,33.32,141.08,111,35.1,23.3,48.88,1
2026-05-11 18:00,B2,3,197.29,1166.6,104.4,38.39,54.5,136,31.9,22.6,35.51,1
2026-05-12 02:00,B2,4,35.78,56.6,15.0,7.66,13.12,4,20.2,21.6,3.94,0
2026-05-12 08:00,B3,5,207.69,1500.9,106.0,44.41,57.28,175,30.6,22.0,22.85,0
2026-05-12 12:00,B3,2,143.69,748.9,78.38,29.98,35.33,85,32.0,23.1,25.86,1
2026-05-12 20:00,B2,2,48.15,38.2,15.0,18.46,14.69,3,18.0,22.7,5.3,0
2026-05-12 23:00,B2,2,47.81,79.2,25.04,6.5,16.27,8,26.2,23.4,5.26,0
2026-05-13 05:00,B2,1,41.23,28.4,15.0,5.57,20.66,1,19.7,22.9,4.54,0
2026-05-13 11:00,B3,1,111.53,650.6,47.51,29.99,34.03,74,24.7,21.9,12.27,0
2026-05-13 19:00,B3,2,47.28,45.8,15.0,18.68,13.6,1,20.0,22.7,5.2,0
2026-05-14 03:00,B1,5,55.77,36.8,26.68,7.64,21.45,0,24.8,21.9,6.13,0
2026-05-14 11:00,B1,4,175.46,1248.5,79.34,39.56,56.56,143,25.9,21.2,19.3,0
2026-05-14 15:00,B3,3,164.12,1201.9,75.3,38.84,49.98,139,27.3,22.7,29.54,1
2026-05-14 23:00,B1,5,92.13,35.6,63.63,5.47,23.03,0,34.1,22.5,10.13,0
2026-05-15 02:00,B2,3,38.97,43.0,15.0,6.8,17.17,1,22.3,23.4,4.29,0
2026-05-15 10:00,B3,4,107.47,863.1,29.49,32.49,45.49,100,19.6,22.2,11.82,0
2026-05-15 13:00,B1,5,523.31,1509.0,416.76,42.57,63.98,173,35.3,22.6,94.2,1
2026-05-15 21:00,B2,5,89.47,110.2,57.86,6.99,24.62,11,31.8,22.5,9.84,0
2026-05-16 03:00,B3,5,61.84,107.3,28.72,8.97,24.15,10,24.7,21.3,6.8,0
2026-05-16 07:00,B1,1,117.61,194.2,77.05,19.42,21.14,19,34.7,22.0,12.94,0
2026-05-16 10:00,B2,4,88.22,103.1,47.04,17.36,23.82,9,29.9,23.4,9.7,0
2026-05-16 18:00,B3,2,91.59,96.2,50.14,19.32,22.13,9,30.5,21.4,10.07,0
2026-05-17 02:00,B3,2,43.37,150.0,15.0,7.5,20.87,14,22.9,23.4,4.77,0
2026-05-17 08:00,B3,5,112.69,205.7,67.18,19.9,25.61,22,33.5,22.8,12.4,0
2026-05-17 12:00,B3,2,80.74,155.0,37.15,20.53,23.06,15,27.1,22.7,8.88,0
2026-05-17 20:00,B3,5,46.97,72.6,15.0,16.83,15.14,5,23.1,23.1,5.17,0
2026-05-18 00:00,B2,3,41.88,100.1,15.0,7.97,18.91,9,20.6,21.2,4.61,0
2026-05-18 04:00,B3,5,52.93,99.0,27.23,6.49,19.21,9,25.0,22.3,5.82,0
2026-05-18 10:00,B3,1,138.98,1198.3,47.04,39.43,52.51,139,18.2,21.6,15.29,0
2026-05-18 16:00,B3,5,203.93,1322.5,111.94,39.68,52.31,152,31.3,21.5,36.71,1
2026-05-18 20:00,B3,5,54.18,85.7,15.0,17.59,21.59,8,20.1,21.1,5.96,0
2026-05-19 00:00,B1,2,94.94,110.0,67.96,8.07,18.91,9,34.7,22.5,10.44,0
2026-05-19 04:00,B1,5,42.95,147.0,15.0,8.16,19.79,13,19.2,22.3,4.72,0
2026-05-19 10:00,B2,3,139.96,1109.0,49.7,36.73,53.53,127,21.9,22.9,15.4,0
2026-05-19 16:00,B2,2,204.42,1202.9,109.19,36.97,58.26,139,34.3,22.5,36.8,1
2026-05-19 19:00,B2,3,81.25,112.4,40.99,19.18,21.08,11,27.7,21.7,8.94,0
2026-05-20 01:00,B3,1,98.73,20.0,72.92,5.63,20.18,0,35.1,21.4,10.86,0
2026-05-20 04:00,B1,5,94.4,125.1,59.67,9.77,24.96,13,32.9,23.2,10.38,0
2026-05-20 10:00,B1,1,102.81,799.8,33.33,31.52,37.96,92,19.3,21.4,11.31,0
2026-05-20 18:00,B2,3,112.24,1120.4,30.06,37.36,44.82,128,18.3,22.7,20.2,1
2026-05-20 21:00,B2,5,48.49,97.9,15.0,7.19,26.3,9,19.9,23.0,5.33,0
2026-05-21 00:00,B2,2,73.7,131.0,45.52,9.35,18.83,12,27.6,21.3,8.11,0
2026-05-21 06:00,B1,5,97.92,46.9,60.75,17.94,19.23,1,33.7,21.4,10.77,0
2026-05-21 12:00,B1,4,155.02,678.8,84.31,28.36,42.35,78,34.3,23.1,27.9,1
2026-05-21 15:00,B3,4,189.94,1257.1,94.22,38.04,57.68,145,29.6,21.2,34.19,1
2026-05-21 19:00,B3,2,54.76,70.2,15.0,18.25,21.51,6,19.8,22.5,6.02,0
2026-05-22 01:00,B2,4,40.32,80.3,15.0,7.97,17.35,7,21.0,21.8,4.44,0
2026-05-22 07:00,B2,4,72.14,162.8,29.72,18.78,23.64,15,26.0,22.9,7.94,0
2026-05-22 11:00,B3,2,103.49,615.4,34.17,29.03,40.29,69,22.7,23.2,11.38,0
2026-05-22 19:00,B3,2,109.89,164.2,70.34,18.7,20.85,15,34.3,22.4,12.09,0
2026-05-23 01:00,B1,4,78.13,170.2,41.72,9.39,27.02,16,27.0,21.2,8.59,0
2026-05-23 05:00,B3,2,79.01,220.0,40.34,11.35,27.32,23,26.0,21.4,8.69,0
2026-05-23 09:00,B2,2,57.24,72.6,15.0,18.45,23.79,6,19.1,21.9,6.3,0
2026-05-23 12:00,B1,3,58.92,238.8,15.0,22.25,21.67,25,19.9,23.4,6.48,0
2026-05-23 20:00,B2,5,87.24,200.7,45.02,22.07,20.15,21,29.8,23.1,9.6,0
2026-05-24 02:00,B2,4,99.03,94.9,71.05,7.04,20.94,9,34.0,21.0,10.89,0
2026-05-24 06:00,B2,5,91.81,132.3,56.55,18.79,16.47,12,30.9,21.3,10.1,0
2026-05-24 10:00,B3,4,59.26,232.2,15.0,19.85,24.41,23,18.4,21.1,6.52,0
2026-05-24 14:00,B2,2,92.58,230.1,43.28,22.09,27.21,23,27.3,22.0,10.18,0
2026-05-24 18:00,B2,5,102.93,112.5,67.84,18.73,16.36,10,35.9,23.2,11.32,0
2026-05-25 00:00,B1,3,82.82,33.1,62.45,6.46,13.91,2,34.6,22.5,9.11,0
2026-05-25 08:00,B1,5,140.79,1205.6,48.05,39.33,53.41,138,19.7,22.2,15.49,0
2026-05-25 12:00,B3,5,209.45,1387.7,111.09,41.14,57.22,159,32.9,23.2,37.7,1
2026-05-25 20:00,B1,4,96.12,62.8,56.2,17.21,22.71,3,32.2,22.0,10.57,0
2026-05-26 04:00,B2,2,32.44,29.6,15.0,5.35,12.09,0,18.1,22.9,3.57,0
2026-05-26 10:00,B2,3,134.21,1160.0,44.54,38.66,51.01,134,19.9,22.1,14.76,0
2026-05-26 18:00,B1,4,127.91,716.2,62.15,29.96,35.8,82,27.9,22.4,23.02,1
2026-05-27 02:00,B3,2,84.52,75.9,60.52,8.15,15.85,7,33.4,22.6,9.3,0
2026-05-27 08:00,B3,5,143.91,714.7,71.54,29.91,42.46,80,30.5,22.8,15.83,0
2026-05-27 16:00,B1,1,153.68,1192.9,56.93,37.7,59.05,137,22.7,21.9,27.66,1
2026-05-27 19:00,B1,4,70.49,107.5,29.9,19.7,20.89,9,25.9,21.5,7.75,0
2026-05-27 22:00,B2,2,69.2,38.9,44.47,7.64,17.09,2,29.8,23.4,7.61,0
2026-05-28 01:00,B3,1,93.56,132.4,66.77,9.1,17.69,11,34.5,22.4,10.29,0
2026-05-28 09:00,B3,1,102.42,634.0,39.29,28.46,34.67,73,22.7,22.0,11.27,0
2026-05-28 15:00,B3,5,133.59,956.8,50.23,34.51,48.85,108,22.5,22.1,24.05,1
2026-05-28 23:00,B3,1,72.07,118.9,38.49,9.78,23.8,12,26.7,21.6,7.93,0
2026-05-29 05:00,B3,5,45.73,79.8,15.0,7.25,23.48,7,18.2,23.1,5.03,0
2026-05-29 09:00,B2,3,125.06,814.7,45.13,32.34,47.59,94,24.4,23.2,13.76,0
2026-05-29 13:00,B3,2,167.14,755.9,98.0,31.26,37.88,85,33.7,21.5,30.09,1
2026-05-29 16:00,B3,4,174.15,1116.0,87.18,37.89,49.08,129,29.0,22.9,31.35,1
2026-05-29 22:00,B2,2,91.7,93.8,67.58,8.45,15.67,8,35.7,23.3,10.09,0
2026-05-30 01:00,B3,3,95.92,104.5,23.87,6.86,65.19,10,25.1,22.7,10.55,0
2026-05-30 04:00,B2,3,87.7,207.3,48.63,9.11,29.96,22,29.0,21.6,9.65,0
2026-05-30 12:00,B1,4,89.94,171.8,52.9,19.09,17.95,17,30.6,21.9,9.89,0
2026-05-30 15:00,B3,3,153.34,168.7,58.36,69.13,25.85,17,32.5,22.4,16.87,0
2026-05-30 21:00,B2,3,37.25,85.4,15.0,7.97,14.28,6,22.5,23.1,4.1,0
2026-05-31 00:00,B2,3,52.45,200.6,25.62,9.07,17.76,22,22.7,21.9,5.77,0
2026-05-31 04:00,B3,5,77.71,151.1,46.75,9.12,21.84,14,29.7,22.3,8.55,0
2026-05-31 12:00,B3,3,68.23,113.4,27.96,20.29,19.98,10,26.3,23.4,7.51,0
2026-05-31 15:00,B1,2,74.64,230.6,27.46,20.55,26.63,25,24.2,21.8,8.21,0
2026-05-31 21:00,B3,5,64.72,114.9,34.19,6.57,23.96,10,27.4,22.1,7.12,0
2026-06-01 00:00,B1,2,61.52,160.4,33.28,7.33,20.91,15,25.1,21.2,6.77,0
2026-06-01 06:00,B3,2,52.23,130.8,15.0,18.54,18.69,12,19.5,23.3,5.75,0
2026-06-01 10:00,B1,1,160.26,896.5,79.14,32.55,48.57,101,29.9,23.2,17.63,0
2026-06-01 14:00,B3,5,147.92,1219.2,55.64,39.63,52.65,140,21.2,22.5,26.63,1
2026-06-01 20:00,B2,5,52.19,86.5,15.86,18.13,18.2,9,22.1,21.2,5.74,0
2026-06-02 00:00,B2,3,111.34,150.4,44.02,8.68,58.64,15,26.4,21.0,12.25,0
2026-06-02 06:00,B1,4,100.26,80.9,62.18,19.26,18.82,7,33.9,22.1,11.03,0
2026-06-02 14:00,B3,2,169.68,1205.3,80.73,38.75,50.2,138,27.3,23.0,30.54,1
2026-06-02 22:00,B1,1,83.43,134.6,51.91,7.92,23.6,14,21.3,21.7,9.18,0
2026-06-03 01:00,B1,1,50.53,143.8,25.27,7.8,17.46,14,23.1,21.3,5.56,0
2026-06-03 07:00,B2,3,60.3,103.0,24.15,19.75,16.4,10,26.3,23.0,6.63,0
2026-06-03 15:00,B1,2,188.89,935.5,107.33,32.57,48.99,108,34.1,21.6,34.0,1
2026-06-03 23:00,B1,1,42.3,55.9,15.0,8.4,18.9,3,21.6,22.8,4.65,0
2026-06-04 05:00,B1,1,71.78,62.1,49.08,7.37,15.33,3,31.4,22.4,7.9,0
2026-06-04 09:00,B1,2,142.79,705.8,75.49,29.9,37.4,81,29.4,21.8,15.71,0
2026-06-04 17:00,B3,5,101.69,811.4,28.98,29.92,42.79,91,20.8,22.9,18.3,1
2026-06-04 20:00,B1,3,80.57,59.2,37.91,17.15,25.51,3,29.6,22.8,8.86,0
2026-06-05 04:00,B3,2,42.91,60.8,15.0,5.72,22.19,4,18.4,21.9,4.72,0
2026-06-05 12:00,B1,5,160.56,1336.3,60.98,41.55,58.03,153,21.4,21.9,28.9,1
2026-06-05 16:00,B2,3,174.7,6445.8,92.66,35.61,46.43,118,32.7,22.4,31.45,1
2026-06-05 20:00,B2,1,89.65,116.6,44.85,19.85,24.95,12,29.8,22.3,9.86,0
2026-06-06 04:00,B3,3,39.93,70.4,15.0,8.86,16.07,7,20.0,22.3,4.39,0
2026-06-06 08:00,B1,1,82.09,191.0,40.66,21.1,20.33,20,28.3,23.1,9.03,0
2026-06-06 11:00,B1,2,78.79,91.8,41.38,18.97,18.44,7,29.8,23.3,8.67,0
2026-06-06 17:00,B3,1,98.3,67.5,64.39,19.4,14.51,6,32.8,21.7,10.81,0
2026-06-06 20:00,B3,2,96.8,205.3,46.37,20.86,29.57,21,27.6,21.5,10.65,0
2026-06-06 23:00,B3,5,57.53,175.0,30.48,8.2,18.85,18,24.4,22.1,6.33,0
2026-06-07 03:00,B3,5,71.17,149.9,34.2,10.24,26.73,15,26.0,21.9,7.83,0
2026-06-07 09:00,B3,2,101.72,210.4,51.66,20.06,30.0,22,28.1,21.5,11.19,0
2026-06-07 12:00,B2,5,54.34,138.4,15.0,21.05,18.29,14,18.3,21.3,5.98,0
2026-06-07 18:00,B3,5,65.25,94.4,30.24,18.73,16.28,9,28.0,23.3,7.18,0
2026-06-07 22:00,B1,3,93.39,164.2,67.94,8.2,17.25,17,32.6,21.2,10.27,0
2026-06-08 06:00,B3,5,99.71,109.9,60.72,19.78,19.21,9,32.8,21.2,10.97,0
2026-06-08 12:00,B2,4,192.58,1491.4,82.9,43.89,65.79,171,25.5,23.2,34.66,1
2026-06-08 20:00,B1,3,68.55,64.2,34.87,18.69,14.99,4,27.4,21.8,7.54,0
2026-06-09 04:00,B3,5,66.17,100.8,40.76,6.79,18.62,9,27.1,21.6,7.28,0
2026-06-09 12:00,B2,1,167.67,1291.1,72.4,38.75,56.52,149,25.2,22.1,30.18,1
2026-06-09 16:00,B3,5,169.7,811.2,98.77,31.98,38.95,91,35.9,22.3,30.55,1
2026-06-10 00:00,B2,3,46.01,34.6,23.95,5.51,16.55,0,24.3,21.8,5.06,0
2026-06-10 04:00,B2,1,93.62,125.7,68.91,8.84,15.87,11,34.6,21.6,10.3,0
2026-06-10 08:00,B2,1,119.94,867.6,49.55,30.92,39.47,99,24.2,23.0,13.19,0
2026-06-10 14:00,B3,4,274.25,1287.9,89.44,38.26,146.55,148,29.2,23.5,49.36,1
2026-06-10 18:00,B3,5,175.93,1565.6,71.23,44.17,60.53,180,22.9,22.2,31.67,1
2026-06-10 21:00,B1,3,97.31,96.6,66.75,7.58,22.98,7,33.6,22.6,10.7,0
2026-06-11 00:00,B1,2,51.18,24.7,27.45,7.77,15.96,0,27.0,22.1,5.63,0
2026-06-11 03:00,B2,3,61.12,104.7,27.62,8.08,25.42,8,24.4,21.8,6.72,0
2026-06-11 06:00,B3,3,54.7,140.8,16.67,18.06,19.97,12,22.1,21.9,6.02,0
2026-06-11 10:00,B2,2,152.29,857.7,76.65,31.84,43.8,99,28.3,22.1,16.75,0
2026-06-11 14:00,B1,3,214.43,1510.4,100.35,45.39,68.69,176,30.4,23.2,38.6,1
2026-06-11 18:00,B2,1,116.2,648.4,53.79,29.77,32.64,75,28.0,23.4,20.92,1
2026-06-12 02:00,B2,3,43.94,78.8,21.47,6.76,15.71,8,26.0,23.3,4.83,0
2026-06-12 08:00,B3,5,145.9,780.8,72.27,30.43,43.2,89,29.0,22.5,16.05,0
2026-06-12 16:00,B3,3,122.23,7213.0,45.23,34.58,42.42,120,21.3,22.0,22.0,1
2026-06-12 20:00,B3,2,104.66,142.7,65.37,19.57,19.72,14,31.6,21.2,11.51,0
2026-06-13 04:00,B1,5,88.85,153.6,55.59,10.07,23.19,15,31.2,22.0,9.77,0
2026-06-13 07:00,B3,1,108.37,90.5,29.38,58.5,20.49,6,26.1,23.1,11.92,0
2026-06-13 10:00,B1,3,69.5,130.6,26.66,19.37,23.47,14,25.9,23.2,7.65,0
2026-06-13 14:00,B2,4,58.86,99.1,15.0,20.31,23.55,10,19.6,22.3,6.47,0
2026-06-13 22:00,B1,2,57.06,123.0,31.18,6.92,18.96,11,26.2,23.2,6.28,0
2026-06-14 02:00,B3,1,48.56,246.2,15.0,10.32,23.24,25,19.6,22.8,5.34,0
2026-06-14 06:00,B2,5,62.83,163.6,24.9,20.23,17.7,15,24.9,22.9,6.91,0
2026-06-14 09:00,B2,3,65.51,808.5,17.69,19.39,28.43,19,23.6,22.9,7.21,0
2026-06-14 17:00,B2,5,103.33,192.3,59.38,20.77,23.18,20,32.5,22.5,11.37,0
2026-06-14 20:00,B1,5,56.33,104.6,15.0,18.09,23.24,11,23.0,22.6,6.2,0
2026-06-15 02:00,B2,1,43.44,73.5,15.0,6.6,21.84,5,18.9,22.0,4.78,0
2026-06-15 06:00,B2,5,71.63,109.3,26.68,20.04,24.91,9,24.5,21.1,7.88,0
2026-06-15 09:00,B2,4,101.16,823.8,31.19,31.49,38.48,95,20.4,22.7,11.13,0
2026-06-15 12:00,B2,5,166.04,843.3,93.72,32.94,39.38,96,34.8,23.5,29.89,1
2026-06-15 16:00,B3,5,157.09,1076.8,71.43,34.99,50.67,123,26.9,22.8,28.28,1
2026-06-15 19:00,B1,1,69.18,71.0,30.4,19.9,18.88,6,26.4,23.0,7.61,0
2026-06-15 23:00,B1,2,71.91,27.2,48.38,6.82,16.71,2,30.4,21.6,7.91,0
2026-06-16 05:00,B2,5,78.18,66.9,44.69,8.25,25.24,5,29.1,21.1,8.6,0
2026-06-16 08:00,B3,2,199.3,1513.4,93.0,44.79,61.51,174,26.7,22.6,21.92,0
2026-06-16 11:00,B3,3,170.89,1147.5,80.96,36.27,53.66,131,28.2,22.7,18.8,0
2026-06-16 17:00,B1,2,138.77,939.7,57.62,34.73,46.42,108,23.0,21.1,24.98,1
2026-06-16 23:00,B3,3,76.0,55.5,51.62,6.01,18.37,2,30.8,21.7,8.36,0
2026-06-17 05:00,B1,1,53.48,75.5,32.43,7.23,13.82,6,24.7,21.1,5.88,0
2026-06-17 09:00,B2,4,199.16,1391.0,103.97,42.16,53.03,159,31.2,22.3,21.91,0
2026-06-17 13:00,B1,1,145.91,1106.4,66.01,35.83,44.07,126,26.3,22.8,26.26,1
2026-06-17 19:00,B2,1,57.19,92.8,15.0,19.63,22.56,9,19.9,22.9,6.29,0
2026-06-18 01:00,B2,5,36.14,64.2,15.98,5.92,14.24,3,23.7,22.1,3.98,0
2026-06-18 04:00,B1,5,55.55,49.1,27.08,8.01,20.46,4,24.3,21.8,6.11,0
2026-06-18 10:00,B3,4,162.12,1510.3,63.1,42.57,56.45,175,18.9,21.1,17.83,0
2026-06-18 18:00,B3,3,159.98,1321.2,68.13,41.08,50.77,151,23.6,23.0,28.8,1
2026-06-18 22:00,B1,4,42.31,155.9,15.0,9.94,17.37,14,19.8,21.8,4.65,0
2026-06-19 04:00,B2,2,75.85,105.5,48.58,6.59,20.68,10,30.6,22.7,8.34,0
2026-06-19 08:00,B2,3,129.54,647.2,68.81,29.09,31.64,73,28.9,21.3,14.25,0
2026-06-19 14:00,B3,4,160.84,1193.5,70.49,37.33,53.02,139,25.2,22.0,28.95,1
2026-06-19 22:00,B2,5,84.7,90.9,53.28,8.06,23.36,7,32.2,22.4,9.32,0
2026-06-20 01:00,B3,5,59.33,174.8,30.96,10.72,17.65,19,26.3,22.4,6.53,0
2026-06-20 09:00,B2,4,167.62,122.6,54.82,20.31,92.49,11,29.6,21.2,18.44,0
2026-06-20 17:00,B3,3,61.54,127.3,22.61,20.28,18.65,11,25.0,22.4,6.77,0
2026-06-21 01:00,B3,3,112.58,222.8,83.11,9.81,19.66,24,35.8,22.5,12.38,0
2026-06-21 04:00,B1,5,100.05,140.8,67.61,7.81,24.63,14,32.8,21.9,11.01,0
2026-06-21 12:00,B2,4,70.16,122.7,32.6,18.06,19.5,10,25.8,21.5,7.72,0
2026-06-21 16:00,B2,2,56.2,81.7,15.0,19.4,21.8,5,20.4,21.2,6.18,0
2026-06-21 20:00,B3,4,114.43,226.7,69.05,21.47,23.91,24,33.5,23.2,12.59,0
2026-06-22 04:00,B2,2,45.23,149.8,15.0,7.96,22.27,15,21.3,22.5,4.98,0
2026-06-22 10:00,B1,1,122.53,660.9,61.0,29.99,31.54,74,28.2,22.8,13.48,0
2026-06-22 16:00,B2,5,82.12,633.6,15.2,28.54,38.38,71,19.4,23.2,14.78,1
2026-06-22 22:00,B3,1,88.33,155.8,63.69,6.54,18.1,0,34.3,22.3,9.72,0
2026-06-23 01:00,B3,5,71.38,79.5,47.56,7.62,16.2,8,31.5,22.8,7.85,0
2026-06-23 04:00,B2,4,40.63,85.7,15.0,8.05,17.58,8,19.5,22.3,4.47,0
2026-06-23 08:00,B3,2,141.51,731.0,72.31,30.4,38.8,82,29.9,21.9,15.57,0
2026-06-23 14:00,B1,2,201.4,1436.6,93.61,44.03,63.76,167,28.7,23.1,36.25,1
2026-06-23 18:00,B1,5,187.13,1230.9,99.19,39.76,48.18,142,31.2,21.9,33.68,1
2026-06-24 02:00,B3,5,48.55,112.4,15.0,7.24,26.31,12,22.2,22.7,5.34,0
2026-06-24 10:00,B2,3,145.61,587.8,85.42,27.34,32.85,65,35.3,22.7,16.02,0
2026-06-24 16:00,B2,3,163.45,1232.8,68.09,38.83,56.53,143,22.8,21.2,29.42,1
2026-06-24 20:00,B3,3,88.96,95.4,44.13,19.52,25.31,10,30.2,23.5,9.79,0
2026-06-24 23:00,B3,4,37.95,106.2,16.48,6.27,15.2,8,24.3,22.8,4.17,0
2026-06-25 03:00,B3,1,81.77,68.1,52.46,7.89,21.42,4,30.7,21.3,8.99,0
2026-06-25 06:00,B3,2,50.16,39.8,15.0,19.07,16.09,2,22.6,22.2,5.52,0
2026-06-25 12:00,B2,2,135.66,608.2,79.08,27.05,29.53,67,32.1,21.7,24.42,1
2026-06-25 20:00,B1,4,110.58,135.1,74.43,19.28,16.87,12,35.6,21.5,12.16,0
2026-06-25 23:00,B2,3,72.69,97.6,45.96,6.26,20.47,8,19.9,21.2,8.0,0
