timestamp,event_id,building_id,access_point,person_id,person_type,access_type,authentication_method,entry_exit,access_status,visitor_id,location,risk_level
2026-03-04 02:50,EVT-00157,B1,Restricted Area #B1-F4,VIS-697,Visitor,Restricted Area,Access Card,Exit,Authorized,VIS-697,Building B1 (Floor 4 - Restricted Area),Low
2026-03-04 03:20,EVT-00158,B2,Laboratory #B2-F2,UNK-999,Unknown,Laboratory,Access Card,Exit,Authorized,N/A,Building B2 (Floor 2 - Laboratory),Low
2026-03-04 03:30,EVT-00159,B2,Office #B2-F5,VIS-572,Visitor,Office,Visitor Pass,Exit,Authorized,VIS-572,Building B2 (Floor 5 - Office),Low
2026-03-04 04:00,EVT-00160,B2,Emergency Exit #B2-F4,UNK-999,Unknown,Emergency Exit,PIN,Entry,Authorized,N/A,Building B2 (Floor 4 - Emergency Exit),Low
2026-03-04 04:20,EVT-00161,B3,Office #B3-F4,UNK-999,Unknown,Office,RFID,Exit,Authorized,N/A,Building B3 (Floor 4 - Office),Low
2026-03-04 04:50,EVT-00162,B2,Parking #B2-F5,EMP-633,Employee,Parking,Biometric,Entry,Authorized,N/A,Building B2 (Floor 5 - Parking),Low
2026-03-04 05:10,EVT-00163,B1,Server Room #B1-F4,EMP-728,Employee,Server Room,Access Card,Entry,Authorized,N/A,Building B1 (Floor 4 - Server Room),Low
2026-03-04 05:55,EVT-00164,B1,Main Entrance #B1-F3,ADM-41,Administrator,Main Entrance,Visitor Pass,Exit,Authorized,N/A,Building B1 (Floor 3 - Main Entrance),Low
2026-03-04 06:05,EVT-00165,B1,Parking #B1-F1,ADM-55,Administrator,Parking,Access Card,Exit,Authorized,N/A,Building B1 (Floor 1 - Parking),Low
2026-03-04 06:50,EVT-00166,B1,Emergency Exit #B1-F2,EMP-146,Employee,Emergency Exit,Access Card,Exit,Authorized,N/A,Building B1 (Floor 2 - Emergency Exit),Low
2026-03-04 07:20,EVT-00167,B3,Laboratory #B3-F5,VIS-537,Visitor,Laboratory,Visitor Pass,Exit,Authorized,VIS-537,Building B3 (Floor 5 - Laboratory),Low
2026-03-04 08:05,EVT-00168,B1,Restricted Area #B1-F2,VIS-642,Visitor,Restricted Area,RFID,Entry,Authorized,VIS-642,Building B1 (Floor 2 - Restricted Area),Low
2026-03-04 08:50,EVT-00169,B3,Parking #B3-F5,UNK-999,Unknown,Parking,Biometric,Entry,Authorized,N/A,Building B3 (Floor 5 - Parking),Low
2026-03-04 09:00,EVT-00170,B3,Emergency Exit #B3-F4,UNK-999,Unknown,Emergency Exit,Access Card,Exit,Authorized,N/A,Building B3 (Floor 4 - Emergency Exit),Low
2026-03-04 09:10,EVT-00171,B1,Office #B1-F5,UNK-999,Unknown,Office,Access Card,Entry,Authorized,N/A,Building B1 (Floor 5 - Office),Low
2026-03-04 09:40,EVT-00172,B2,Main Entrance #B2-F4,VIS-676,Visitor,Main Entrance,RFID,Exit,Authorized,VIS-676,Building B2 (Floor 4 - Main Entrance),Low
2026-03-04 10:00,EVT-00173,B2,Main Entrance #B2-F2,EMP-537,Employee,Main Entrance,RFID,Entry,Denied,N/A,Building B2 (Floor 2 - Main Entrance),Medium
2026-03-04 10:10,EVT-00174,B2,Main Entrance #B2-F3,EMP-365,Employee,Main Entrance,Biometric,Entry,Authorized,N/A,Building B2 (Floor 3 - Main Entrance),Low
2026-03-04 10:30,EVT-00175,B2,Main Entrance #B2-F3,CON-363,Contractor,Main Entrance,Access Card,Exit,Authorized,N/A,Building B2 (Floor 3 - Main Entrance),Low
2026-03-04 10:40,EVT-00176,B3,Laboratory #B3-F4,ADM-45,Administrator,Laboratory,Biometric,Entry,Authorized,N/A,Building B3 (Floor 4 - Laboratory),Low
2026-03-04 10:50,EVT-00177,B3,Main Entrance #B3-F4,VIS-614,Visitor,Main Entrance,PIN,Exit,Authorized,VIS-614,Building B3 (Floor 4 - Main Entrance),Low
2026-03-04 11:20,EVT-00178,B3,Main Entrance #B3-F4,UNK-999,Unknown,Main Entrance,Biometric,Entry,Authorized,N/A,Building B3 (Floor 4 - Main Entrance),Low
2026-03-04 11:40,EVT-00179,B2,Office #B2-F5,ADM-31,Administrator,Office,Access Card,Exit,Authorized,N/A,Building B2 (Floor 5 - Office),Low
2026-03-04 12:10,EVT-00180,B3,Server Room #B3-F1,ADM-65,Administrator,Server Room,PIN,Entry,Authorized,N/A,Building B3 (Floor 1 - Server Room),Low
2026-03-04 12:55,EVT-00181,B2,Emergency Exit #B2-F4,ADM-50,Administrator,Emergency Exit,RFID,Exit,Authorized,N/A,Building B2 (Floor 4 - Emergency Exit),Low
2026-03-04 13:05,EVT-00182,B2,Emergency Exit #B2-F2,CON-414,Contractor,Emergency Exit,PIN,Exit,Authorized,N/A,Building B2 (Floor 2 - Emergency Exit),Low
2026-03-04 13:35,EVT-00183,B2,Server Room #B2-F1,UNK-999,Unknown,Server Room,RFID,Exit,Authorized,N/A,Building B2 (Floor 1 - Server Room),Low
2026-03-04 13:45,EVT-00184,B1,Emergency Exit #B1-F5,ADM-28,Administrator,Emergency Exit,RFID,Exit,Authorized,N/A,Building B1 (Floor 5 - Emergency Exit),Low
2026-03-04 13:55,EVT-00185,B1,Emergency Exit #B1-F2,UNK-999,Unknown,Emergency Exit,Visitor Pass,Exit,Authorized,N/A,Building B1 (Floor 2 - Emergency Exit),Low
2026-03-04 14:15,EVT-00186,B2,Server Room #B2-F4,VIS-768,Visitor,Server Room,Visitor Pass,Exit,Authorized,VIS-768,Building B2 (Floor 4 - Server Room),Low
2026-03-04 14:45,EVT-00187,B2,Restricted Area #B2-F2,VIS-771,Visitor,Restricted Area,PIN,Exit,Authorized,VIS-771,Building B2 (Floor 2 - Restricted Area),Low
2026-03-04 15:05,EVT-00188,B1,Restricted Area #B1-F5,VIS-750,Visitor,Restricted Area,Biometric,Entry,Authorized,VIS-750,Building B1 (Floor 5 - Restricted Area),Low
2026-03-04 15:15,EVT-00189,B1,Emergency Exit #B1-F5,VIS-833,Visitor,Emergency Exit,RFID,Exit,Suspicious,VIS-833,Building B1 (Floor 5 - Emergency Exit),High
2026-03-04 15:35,EVT-00190,B1,Emergency Exit #B1-F3,EMP-983,Employee,Emergency Exit,Visitor Pass,Exit,Authorized,N/A,Building B1 (Floor 3 - Emergency Exit),Low
2026-03-04 15:55,EVT-00191,B1,Office #B1-F5,VIS-533,Visitor,Office,Biometric,Entry,Authorized,VIS-533,Building B1 (Floor 5 - Office),Low
2026-03-04 16:40,EVT-00192,B1,Parking #B1-F5,EMP-731,Employee,Parking,RFID,Entry,Authorized,N/A,Building B1 (Floor 5 - Parking),Low
2026-03-04 17:25,EVT-00193,B1,Laboratory #B1-F1,CON-340,Contractor,Laboratory,RFID,Exit,Authorized,N/A,Building B1 (Floor 1 - Laboratory),Low
2026-03-04 17:55,EVT-00194,B1,Server Room #B1-F5,UNK-999,Unknown,Server Room,Biometric,Entry,Authorized,N/A,Building B1 (Floor 5 - Server Room),Low
2026-03-04 18:40,EVT-00195,B1,Main Entrance #B1-F1,VIS-717,Visitor,Main Entrance,Biometric,Exit,Authorized,VIS-717,Building B1 (Floor 1 - Main Entrance),Low
2026-03-04 18:50,EVT-00196,B1,Laboratory #B1-F5,UNK-999,Unknown,Laboratory,RFID,Entry,Authorized,N/A,Building B1 (Floor 5 - Laboratory),Low
2026-03-04 19:00,EVT-00197,B3,Emergency Exit #B3-F2,EMP-482,Employee,Emergency Exit,PIN,Entry,Authorized,N/A,Building B3 (Floor 2 - Emergency Exit),Low
2026-03-04 19:45,EVT-00198,B2,Restricted Area #B2-F5,UNK-999,Unknown,Restricted Area,PIN,Exit,Authorized,N/A,Building B2 (Floor 5 - Restricted Area),Low
2026-03-04 20:15,EVT-00199,B1,Office #B1-F2,CON-415,Contractor,Office,Biometric,Exit,Authorized,N/A,Building B1 (Floor 2 - Office),Low
2026-03-04 21:00,EVT-00200,B1,Emergency Exit #B1-F3,VIS-824,Visitor,Emergency Exit,Visitor Pass,Exit,Denied,VIS-824,Building B1 (Floor 3 - Emergency Exit),Medium
2026-03-04 21:20,EVT-00201,B1,Laboratory #B1-F1,VIS-640,Visitor,Laboratory,Visitor Pass,Exit,Authorized,VIS-640,Building B1 (Floor 1 - Laboratory),Low
2026-03-04 22:05,EVT-00202,B3,Laboratory #B3-F1,ADM-25,Administrator,Laboratory,RFID,Exit,Suspicious,N/A,Building B3 (Floor 1 - Laboratory),High
2026-03-04 22:35,EVT-00203,B1,Office #B1-F1,CON-336,Contractor,Office,RFID,Exit,Authorized,N/A,Building B1 (Floor 1 - Office),Low
2026-03-04 22:45,EVT-00204,B1,Office #B1-F2,ADM-80,Administrator,Office,RFID,Exit,Authorized,N/A,Building B1 (Floor 2 - Office),Low
2026-03-04 22:55,EVT-00205,B1,Office #B1-F5,VIS-754,Visitor,Office,RFID,Entry,Authorized,VIS-754,Building B1 (Floor 5 - Office),Low
2026-03-04 23:40,EVT-00206,B3,Server Room #B3-F3,EMP-810,Employee,Server Room,Access Card,Entry,Authorized,N/A,Building B3 (Floor 3 - Server Room),Low
2026-03-05 00:00,EVT-00207,B3,Laboratory #B3-F3,VIS-734,Visitor,Laboratory,PIN,Entry,Denied,VIS-734,Building B3 (Floor 3 - Laboratory),Medium
2026-03-05 00:45,EVT-00208,B3,Laboratory #B3-F2,UNK-999,Unknown,Laboratory,PIN,Entry,Suspicious,N/A,Building B3 (Floor 2 - Laboratory),High
2026-03-05 01:05,EVT-00209,B1,Parking #B1-F1,EMP-513,Employee,Parking,Access Card,Exit,Authorized,N/A,Building B1 (Floor 1 - Parking),Low
2026-03-05 01:50,EVT-00210,B1,Parking #B1-F2,VIS-763,Visitor,Parking,Visitor Pass,Exit,Authorized,VIS-763,Building B1 (Floor 2 - Parking),Low
2026-03-05 02:10,EVT-00211,B1,Laboratory #B1-F4,CON-346,Contractor,Laboratory,Biometric,Entry,Authorized,N/A,Building B1 (Floor 4 - Laboratory),Low
2026-03-05 02:20,EVT-00212,B3,Restricted Area #B3-F1,UNK-999,Unknown,Restricted Area,RFID,Entry,Authorized,N/A,Building B3 (Floor 1 - Restricted Area),Low
2026-03-05 02:40,EVT-00213,B1,Main Entrance #B1-F4,EMP-643,Employee,Main Entrance,Biometric,Exit,Authorized,N/A,Building B1 (Floor 4 - Main Entrance),Low
2026-03-05 03:00,EVT-00214,B1,Restricted Area #B1-F5,CON-342,Contractor,Restricted Area,Visitor Pass,Entry,Authorized,N/A,Building B1 (Floor 5 - Restricted Area),Low
2026-03-05 03:30,EVT-00215,B3,Laboratory #B3-F5,CON-482,Contractor,Laboratory,Visitor Pass,Exit,Authorized,N/A,Building B3 (Floor 5 - Laboratory),Low
2026-03-05 03:40,EVT-00216,B2,Office #B2-F2,ADM-32,Administrator,Office,Access Card,Exit,Authorized,N/A,Building B2 (Floor 2 - Office),Low
2026-03-05 04:00,EVT-00217,B1,Laboratory #B1-F4,EMP-780,Employee,Laboratory,RFID,Entry,Denied,N/A,Building B1 (Floor 4 - Laboratory),Medium
2026-03-05 04:45,EVT-00218,B2,Server Room #B2-F5,ADM-80,Administrator,Server Room,PIN,Entry,Authorized,N/A,Building B2 (Floor 5 - Server Room),Low
2026-03-05 05:15,EVT-00219,B2,Emergency Exit #B2-F4,EMP-372,Employee,Emergency Exit,Biometric,Entry,Suspicious,N/A,Building B2 (Floor 4 - Emergency Exit),High
2026-03-05 05:45,EVT-00220,B1,Office #B1-F2,CON-463,Contractor,Office,Biometric,Exit,Authorized,N/A,Building B1 (Floor 2 - Office),Low
2026-03-05 06:15,EVT-00221,B1,Main Entrance #B1-F4,VIS-505,Visitor,Main Entrance,Visitor Pass,Entry,Suspicious,VIS-505,Building B1 (Floor 4 - Main Entrance),High
2026-03-05 06:35,EVT-00222,B3,Laboratory #B3-F2,EMP-343,Employee,Laboratory,PIN,Exit,Authorized,N/A,Building B3 (Floor 2 - Laboratory),Low
2026-03-05 06:45,EVT-00223,B2,Emergency Exit #B2-F5,EMP-235,Employee,Emergency Exit,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 5 - Emergency Exit),Low
2026-03-05 06:55,EVT-00224,B1,Emergency Exit #B1-F4,EMP-329,Employee,Emergency Exit,Access Card,Entry,Denied,N/A,Building B1 (Floor 4 - Emergency Exit),Medium
2026-03-05 07:40,EVT-00225,B3,Parking #B3-F4,ADM-43,Administrator,Parking,PIN,Entry,Denied,N/A,Building B3 (Floor 4 - Parking),Medium
2026-03-05 07:50,EVT-00226,B3,Parking #B3-F5,UNK-999,Unknown,Parking,Visitor Pass,Entry,Authorized,N/A,Building B3 (Floor 5 - Parking),Low
2026-03-05 08:20,EVT-00227,B2,Server Room #B2-F4,EMP-762,Employee,Server Room,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 4 - Server Room),Low
2026-03-05 08:40,EVT-00228,B3,Restricted Area #B3-F3,UNK-999,Unknown,Restricted Area,RFID,Exit,Authorized,N/A,Building B3 (Floor 3 - Restricted Area),Low
2026-03-05 09:25,EVT-00229,B1,Office #B1-F2,VIS-540,Visitor,Office,Biometric,Exit,Authorized,VIS-540,Building B1 (Floor 2 - Office),Low
2026-03-05 09:45,EVT-00230,B2,Parking #B2-F5,CON-466,Contractor,Parking,Biometric,Exit,Authorized,N/A,Building B2 (Floor 5 - Parking),Low
2026-03-05 09:55,EVT-00231,B3,Server Room #B3-F1,ADM-49,Administrator,Server Room,RFID,Entry,Authorized,N/A,Building B3 (Floor 1 - Server Room),Low
2026-03-05 10:15,EVT-00232,B1,Office #B1-F2,CON-322,Contractor,Office,RFID,Exit,Suspicious,N/A,Building B1 (Floor 2 - Office),High
2026-03-05 10:35,EVT-00233,B1,Main Entrance #B1-F5,VIS-746,Visitor,Main Entrance,RFID,Entry,Authorized,VIS-746,Building B1 (Floor 5 - Main Entrance),Low
2026-03-05 11:20,EVT-00234,B2,Emergency Exit #B2-F4,UNK-999,Unknown,Emergency Exit,Visitor Pass,Exit,Authorized,N/A,Building B2 (Floor 4 - Emergency Exit),Low
2026-03-05 12:05,EVT-00235,B2,Server Room #B2-F5,CON-387,Contractor,Server Room,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 5 - Server Room),Low
2026-03-05 12:25,EVT-00236,B3,Laboratory #B3-F1,ADM-47,Administrator,Laboratory,Access Card,Entry,Authorized,N/A,Building B3 (Floor 1 - Laboratory),Low
2026-03-05 13:10,EVT-00237,B2,Laboratory #B2-F5,CON-467,Contractor,Laboratory,Visitor Pass,Exit,Authorized,N/A,Building B2 (Floor 5 - Laboratory),Low
2026-03-05 13:55,EVT-00238,B2,Server Room #B2-F2,ADM-31,Administrator,Server Room,Access Card,Exit,Authorized,N/A,Building B2 (Floor 2 - Server Room),Low
2026-03-05 14:25,EVT-00239,B1,Parking #B1-F5,CON-395,Contractor,Parking,Access Card,Exit,Authorized,N/A,Building B1 (Floor 5 - Parking),Low
2026-03-05 14:35,EVT-00240,B1,Server Room #B1-F4,CON-445,Contractor,Server Room,Visitor Pass,Entry,Authorized,N/A,Building B1 (Floor 4 - Server Room),Low
2026-03-05 15:20,EVT-00241,B3,Server Room #B3-F4,ADM-82,Administrator,Server Room,Biometric,Entry,Authorized,N/A,Building B3 (Floor 4 - Server Room),Low
2026-03-05 15:40,EVT-00242,B2,Laboratory #B2-F1,EMP-928,Employee,Laboratory,RFID,Exit,Authorized,N/A,Building B2 (Floor 1 - Laboratory),Low
2026-03-05 16:25,EVT-00243,B1,Restricted Area #B1-F2,UNK-999,Unknown,Restricted Area,RFID,Entry,Denied,N/A,Building B1 (Floor 2 - Restricted Area),High
2026-03-05 16:55,EVT-00244,B1,Laboratory #B1-F5,UNK-999,Unknown,Laboratory,Visitor Pass,Entry,Suspicious,N/A,Building B1 (Floor 5 - Laboratory),High
2026-03-05 17:40,EVT-00245,B3,Parking #B3-F3,EMP-397,Employee,Parking,RFID,Entry,Denied,N/A,Building B3 (Floor 3 - Parking),Medium
2026-03-05 17:50,EVT-00246,B3,Laboratory #B3-F4,ADM-78,Administrator,Laboratory,PIN,Entry,Authorized,N/A,Building B3 (Floor 4 - Laboratory),Low
2026-03-05 18:10,EVT-00247,B1,Main Entrance #B1-F4,ADM-93,Administrator,Main Entrance,PIN,Exit,Denied,N/A,Building B1 (Floor 4 - Main Entrance),Medium
2026-03-05 18:55,EVT-00248,B1,Server Room #B1-F3,UNK-999,Unknown,Server Room,Access Card,Entry,Suspicious,N/A,Building B1 (Floor 3 - Laboratory),Critical
2026-03-05 19:15,EVT-00249,B1,Office #B1-F4,ADM-43,Administrator,Office,RFID,Exit,Authorized,N/A,Building B1 (Floor 4 - Office),Low
2026-03-05 19:45,EVT-00250,B3,Main Entrance #B3-F5,EMP-720,Employee,Main Entrance,Access Card,Exit,Authorized,N/A,Building B3 (Floor 5 - Main Entrance),Low
2026-03-05 20:30,EVT-00251,B2,Server Room #B2-F3,CON-359,Contractor,Server Room,Biometric,Entry,Authorized,N/A,Building B2 (Floor 3 - Server Room),Low
2026-03-05 21:00,EVT-00252,B2,Laboratory #B2-F1,VIS-771,Visitor,Laboratory,Biometric,Entry,Authorized,VIS-771,Building B2 (Floor 1 - Laboratory),Low
2026-03-05 21:10,EVT-00253,B3,Server Room #B3-F4,UNK-999,Unknown,Server Room,PIN,Entry,Authorized,N/A,Building B3 (Floor 4 - Server Room),Low
2026-03-05 21:55,EVT-00254,B1,Server Room #B1-F3,UNK-999,Unknown,Server Room,Visitor Pass,Entry,Denied,N/A,Building B1 (Floor 3 - Server Room),High
2026-03-05 22:25,EVT-00255,B1,Server Room #B1-F2,UNK-999,Unknown,Server Room,RFID,Entry,Authorized,N/A,Building B1 (Floor 2 - Server Room),Low
2026-03-05 22:55,EVT-00256,B1,Emergency Exit #B1-F1,VIS-744,Visitor,Emergency Exit,Biometric,Exit,Authorized,VIS-744,Building B1 (Floor 1 - Emergency Exit),Low
2026-03-05 23:40,EVT-00257,B1,Restricted Area #B1-F3,EMP-666,Employee,Restricted Area,PIN,Entry,Authorized,N/A,Building B1 (Floor 3 - Restricted Area),Low
2026-03-06 00:00,EVT-00258,B1,Restricted Area #B1-F3,UNK-999,Unknown,Restricted Area,Access Card,Exit,Denied,N/A,Building B1 (Floor 3 - Office),Critical
2026-03-06 00:20,EVT-00259,B1,Server Room #B1-F1,EMP-227,Employee,Server Room,Biometric,Entry,Authorized,N/A,Building B1 (Floor 1 - Server Room),Low
2026-03-06 00:50,EVT-00260,B2,Restricted Area #B2-F1,ADM-31,Administrator,Restricted Area,Biometric,Exit,Authorized,N/A,Building B2 (Floor 1 - Restricted Area),Low
2026-03-06 01:10,EVT-00261,B2,Main Entrance #B2-F5,CON-417,Contractor,Main Entrance,RFID,Entry,Authorized,N/A,Building B2 (Floor 5 - Main Entrance),Low
2026-03-06 01:55,EVT-00262,B3,Parking #B3-F4,ADM-15,Administrator,Parking,PIN,Exit,Suspicious,N/A,Building B3 (Floor 4 - Parking),High
2026-03-06 02:25,EVT-00263,B2,Parking #B2-F2,CON-417,Contractor,Parking,PIN,Exit,Authorized,N/A,Building B2 (Floor 2 - Parking),Low
2026-03-06 02:35,EVT-00264,B2,Main Entrance #B2-F3,EMP-556,Employee,Main Entrance,Access Card,Entry,Authorized,N/A,Building B2 (Floor 3 - Main Entrance),Low
2026-03-06 03:20,EVT-00265,B3,Office #B3-F5,UNK-999,Unknown,Office,Access Card,Exit,Authorized,N/A,Building B3 (Floor 5 - Office),Low
2026-03-06 03:50,EVT-00266,B3,Office #B3-F5,ADM-70,Administrator,Office,Biometric,Entry,Authorized,N/A,Building B3 (Floor 5 - Office),Low
2026-03-06 04:10,EVT-00267,B2,Parking #B2-F5,EMP-617,Employee,Parking,PIN,Entry,Authorized,N/A,Building B2 (Floor 5 - Parking),Low
2026-03-06 04:20,EVT-00268,B1,Laboratory #B1-F4,VIS-528,Visitor,Laboratory,Biometric,Entry,Authorized,VIS-528,Building B1 (Floor 4 - Laboratory),Low
2026-03-06 05:05,EVT-00269,B3,Server Room #B3-F4,ADM-47,Administrator,Server Room,RFID,Entry,Authorized,N/A,Building B3 (Floor 4 - Server Room),Low
2026-03-06 05:35,EVT-00270,B3,Office #B3-F2,UNK-999,Unknown,Office,RFID,Entry,Authorized,N/A,Building B3 (Floor 2 - Office),Low
2026-03-06 06:05,EVT-00271,B3,Server Room #B3-F5,EMP-792,Employee,Server Room,PIN,Entry,Authorized,N/A,Building B3 (Floor 5 - Server Room),Low
2026-03-06 06:35,EVT-00272,B3,Server Room #B3-F4,UNK-999,Unknown,Server Room,PIN,Exit,Suspicious,VIS-826,Building B3 (Floor 4 - Parking),Critical
2026-03-06 06:55,EVT-00273,B1,Server Room #B1-F5,VIS-646,Visitor,Server Room,PIN,Entry,Authorized,VIS-646,Building B1 (Floor 5 - Server Room),Low
2026-03-06 07:25,EVT-00274,B1,Main Entrance #B1-F2,EMP-799,Employee,Main Entrance,RFID,Entry,Authorized,N/A,Building B1 (Floor 2 - Main Entrance),Low
2026-03-06 07:55,EVT-00275,B3,Office #B3-F5,EMP-106,Employee,Office,Access Card,Exit,Authorized,N/A,Building B3 (Floor 5 - Office),Low
2026-03-06 08:25,EVT-00276,B2,Parking #B2-F2,ADM-27,Administrator,Parking,Biometric,Exit,Suspicious,N/A,Building B2 (Floor 2 - Parking),High
2026-03-06 09:10,EVT-00277,B3,Restricted Area #B3-F4,UNK-999,Unknown,Restricted Area,Visitor Pass,Entry,Authorized,N/A,Building B3 (Floor 4 - Restricted Area),Low
2026-03-06 09:40,EVT-00278,B2,Parking #B2-F5,EMP-420,Employee,Parking,RFID,Entry,Authorized,N/A,Building B2 (Floor 5 - Parking),Low
2026-03-06 10:10,EVT-00279,B3,Office #B3-F5,VIS-704,Visitor,Office,PIN,Entry,Authorized,VIS-704,Building B3 (Floor 5 - Office),Low
2026-03-06 10:40,EVT-00280,B1,Office #B1-F5,EMP-901,Employee,Office,RFID,Exit,Authorized,N/A,Building B1 (Floor 5 - Office),Low
2026-03-06 11:10,EVT-00281,B3,Emergency Exit #B3-F3,CON-360,Contractor,Emergency Exit,Visitor Pass,Exit,Authorized,N/A,Building B3 (Floor 3 - Emergency Exit),Low
2026-03-06 11:30,EVT-00282,B3,Server Room #B3-F4,UNK-999,Unknown,Server Room,RFID,Exit,Authorized,N/A,Building B3 (Floor 4 - Server Room),Low
2026-03-06 11:50,EVT-00283,B2,Emergency Exit #B2-F2,EMP-860,Employee,Emergency Exit,PIN,Entry,Authorized,N/A,Building B2 (Floor 2 - Emergency Exit),Low
2026-03-06 12:10,EVT-00284,B3,Laboratory #B3-F1,EMP-406,Employee,Laboratory,Visitor Pass,Entry,Authorized,N/A,Building B3 (Floor 1 - Laboratory),Low
2026-03-06 12:20,EVT-00285,B2,Office #B2-F5,EMP-149,Employee,Office,RFID,Exit,Authorized,N/A,Building B2 (Floor 5 - Office),Low
2026-03-06 12:50,EVT-00286,B3,Laboratory #B3-F1,UNK-999,Unknown,Laboratory,Visitor Pass,Entry,Authorized,N/A,Building B3 (Floor 1 - Laboratory),Low
2026-03-06 13:10,EVT-00287,B2,Laboratory #B2-F3,UNK-999,Unknown,Laboratory,RFID,Exit,Authorized,N/A,Building B2 (Floor 3 - Laboratory),Low
2026-03-06 13:40,EVT-00288,B3,Main Entrance #B3-F4,VIS-507,Visitor,Main Entrance,Biometric,Exit,Authorized,VIS-507,Building B3 (Floor 4 - Main Entrance),Low
2026-03-06 14:25,EVT-00289,B3,Main Entrance #B3-F4,VIS-653,Visitor,Main Entrance,Visitor Pass,Entry,Authorized,VIS-653,Building B3 (Floor 4 - Main Entrance),Low
2026-03-06 15:10,EVT-00290,B2,Parking #B2-F3,VIS-866,Visitor,Parking,Visitor Pass,Entry,Denied,VIS-866,Building B2 (Floor 3 - Parking),Medium
2026-03-06 15:20,EVT-00291,B3,Office #B3-F1,EMP-234,Employee,Office,PIN,Exit,Authorized,N/A,Building B3 (Floor 1 - Office),Low
2026-03-06 15:40,EVT-00292,B3,Laboratory #B3-F5,VIS-545,Visitor,Laboratory,Access Card,Entry,Authorized,VIS-545,Building B3 (Floor 5 - Laboratory),Low
2026-03-06 15:50,EVT-00293,B3,Office #B3-F1,VIS-861,Visitor,Office,PIN,Exit,Authorized,VIS-861,Building B3 (Floor 1 - Office),Low
2026-03-06 16:00,EVT-00294,B2,Server Room #B2-F1,CON-444,Contractor,Server Room,RFID,Entry,Authorized,N/A,Building B2 (Floor 1 - Server Room),Low
2026-03-06 16:20,EVT-00295,B3,Restricted Area #B3-F2,VIS-811,Visitor,Restricted Area,Access Card,Exit,Authorized,VIS-811,Building B3 (Floor 2 - Restricted Area),Low
2026-03-06 16:40,EVT-00296,B3,Main Entrance #B3-F4,UNK-999,Unknown,Main Entrance,Access Card,Entry,Authorized,N/A,Building B3 (Floor 4 - Main Entrance),Low
2026-03-06 17:10,EVT-00297,B1,Restricted Area #B1-F1,ADM-69,Administrator,Restricted Area,PIN,Exit,Denied,N/A,Building B1 (Floor 1 - Restricted Area),High
2026-03-06 17:30,EVT-00298,B3,Emergency Exit #B3-F5,CON-463,Contractor,Emergency Exit,Biometric,Entry,Authorized,N/A,Building B3 (Floor 5 - Emergency Exit),Low
2026-03-06 17:50,EVT-00299,B2,Emergency Exit #B2-F2,ADM-50,Administrator,Emergency Exit,RFID,Exit,Authorized,N/A,Building B2 (Floor 2 - Emergency Exit),Low
2026-03-06 18:35,EVT-00300,B2,Server Room #B2-F2,UNK-999,Unknown,Server Room,RFID,Entry,Suspicious,N/A,Building B2 (Floor 2 - Office),Critical
2026-03-06 18:45,EVT-00301,B3,Restricted Area #B3-F2,ADM-95,Administrator,Restricted Area,Visitor Pass,Exit,Authorized,N/A,Building B3 (Floor 2 - Restricted Area),Low
2026-03-06 19:30,EVT-00302,B1,Emergency Exit #B1-F1,VIS-787,Visitor,Emergency Exit,RFID,Entry,Suspicious,VIS-787,Building B1 (Floor 1 - Emergency Exit),High
2026-03-06 20:15,EVT-00303,B3,Office #B3-F2,CON-496,Contractor,Office,Access Card,Entry,Authorized,N/A,Building B3 (Floor 2 - Office),Low
2026-03-06 21:00,EVT-00304,B2,Emergency Exit #B2-F5,VIS-615,Visitor,Emergency Exit,Access Card,Entry,Authorized,VIS-615,Building B2 (Floor 5 - Emergency Exit),Low
2026-03-06 21:20,EVT-00305,B1,Emergency Exit #B1-F3,VIS-758,Visitor,Emergency Exit,RFID,Exit,Authorized,VIS-758,Building B1 (Floor 3 - Emergency Exit),Low
2026-03-06 21:30,EVT-00306,B3,Restricted Area #B3-F3,EMP-763,Employee,Restricted Area,Biometric,Entry,Authorized,N/A,Building B3 (Floor 3 - Restricted Area),Low
2026-03-06 21:40,EVT-00307,B1,Office #B1-F5,VIS-636,Visitor,Office,Visitor Pass,Exit,Denied,VIS-636,Building B1 (Floor 5 - Office),Medium
2026-03-06 22:10,EVT-00308,B1,Restricted Area #B1-F1,VIS-716,Visitor,Restricted Area,Biometric,Exit,Authorized,VIS-716,Building B1 (Floor 1 - Restricted Area),Low
2026-03-06 22:20,EVT-00309,B1,Main Entrance #B1-F5,VIS-617,Visitor,Main Entrance,Visitor Pass,Entry,Denied,VIS-617,Building B1 (Floor 5 - Main Entrance),Medium
2026-03-06 22:50,EVT-00310,B3,Restricted Area #B3-F1,VIS-896,Visitor,Restricted Area,RFID,Exit,Authorized,VIS-896,Building B3 (Floor 1 - Restricted Area),Low
2026-03-06 23:20,EVT-00311,B2,Laboratory #B2-F5,CON-443,Contractor,Laboratory,RFID,Exit,Authorized,N/A,Building B2 (Floor 5 - Laboratory),Low
2026-03-07 00:05,EVT-00312,B2,Office #B2-F5,EMP-566,Employee,Office,RFID,Exit,Authorized,N/A,Building B2 (Floor 5 - Office),Low
